Song Title,Lyrics,URL,Processed_Lyrics,Lyricist,composer,year,Sentiment_BERT,Emotion,Top_TFIDF_Word
ليك لوحدك,"ليك لوحدك
ليك لوحدك
ليك لوحدك
أنا كلي ليك لوحدك ودي مش محتاجه شرح
دا يادوب من حضن واحد خفيت من ألف جرح
لو حبك يبقى موتي
مين قلك عايزه اعيش
اصلا موتي الحقيقي لو يوم ما حضنتنيش
امتى اللي حبوا كانوا يا حبيبي بيعقلوا؟
ما اتخيلتش مكان من غيرك ادخله
سيب اللي يقول يقول
شايلاك في عنيا دول
مين داق الحب مره مش سهل يبطله
احساسي وانتي غايب موجوعه ومش بخف
حمل بيتقل عليا لو شلته معايا يخف
هاتفيدني بأيه حياتي
لو إنت ما تبقاليش
تتمدلي ألف إيد غيرك ما ينجينيش
ليك لوحدك",https://lyricstranslate.com/en/elissa-%D9%84%D9%8A%D9%83-%D9%84%D9%88%D8%AD%D8%AF%D9%83-lyrics.html,"ليك
وحد
ليك
وحد
ليك
وحد
انا
كلى
ليك
وحد
ودى
مش
حتج
شرح
دا
يدب
حضن
خفت
الف
جرح
حبك
بقى
وتى
مين
قلك
عيز
اعش
اصل
وتى
حقيقى
يوم
حضنتنيش
متى
الى
حبا
كان
حبيبى
عقل
خيلتش
كان
غير
دخل
سيب
الى
يقل
يقل
شيل
فى
عنا
دول
مين
داق
لحب
مره
مش
سهل
بطل
حسسى
نتى
غيب
وجع
ومش
بخف
حمل
تقل
علا
شلت
معا
يخف
هاتفيدنى
بيه
حيتى
انت
قاليش
دلى
الف
ايد
غير
جينيش
ليك
وحد",اسامة مصطفى,محمد يحيى,2020,neutral,fear,ليك
ما تعرفش ليه,"ما تعرفش ليه
ما تعرفش ليه
ما تعرفش ليه
متعرفش ليه
في وقت اما بحتاج حد جنبي اشتكيله
بتبقي انت اول حد ييجي في بالي اجيله
وتبقي انت اول حد افضفض يومها ليه
متعرفش ليه
في وقت اما اشوفك يومها بجري عليك اوام
وانا معاك بحب كتير اطول في الكلام
وآخد راحتي واحكي في اللي نفسي احكي فيه
متعرفش ليه
لو ابصلك مبشلش عيني من عليك
و اول باول كل حاجة بقولها ليك
متعرفش ليه
لو ابصلك مبشلش عيني من عليك
و اول باول كل حاجة بقولها ليك
و ليه بس صوتي بيحلي لما بيناديك
و ليه بس اسمي بيحلي لو تندهني بيه
متعرفش ليه
بحس انك انت اللي بقيت مسئولة منه
و احس انك انت اللي انا مسئولة عنه
و احس اني فيك شايفة اللي انا بدور عليه
متعرفش ليه
انا ازاي بقيت مابخافش وجريئة في هواك
و بقدر علي اللي ميتقدرش عليه معاك
و لو كان ده مش حب انت قولي ده يبقي ايه
متعرفش ليه
لو ابصلك مبشلش عيني من عليك
و اول باول كل حاجة بقولها ليك
متعرفش ليه
لو ابصلك مبشلش عيني من عليك
و اول باول كل حاجة بقولها ليك
و ليه بس صوتي بيحلي لما بيناديك
و ليه بس اسمي بيحلي لو تندهني بيه
ما تعرفش ليه",https://lyricstranslate.com/en/elissa-ma-te3rafshi-leh-lyrics.html,"عرفش
ليه
عرفش
ليه
عرفش
ليه
عرفش
ليه
فى
وقت
اما
حتج
حد
جنبى
شتكيل
بقى
انت
اول
حد
يجى
فى
بلى
اجل
بقى
انت
اول
حد
ضفض
يوم
ليه
عرفش
ليه
فى
وقت
اما
اشف
يوم
جرى
اوم
ونا
عاك
بحب
كتر
اطل
فى
كلم
وخد
راحتى
حكى
فى
الى
فسى
حكى
عرفش
ليه
بصل
بشلش
عينى
اول
بول
حجه
بقل
ليك
عرفش
ليه
بصل
بشلش
عينى
اول
بول
حجه
بقل
ليك
ليه
صوتى
حلى
يند
ليه
سمى
حلى
دهنى
بيه
عرفش
ليه
بحس
انك
انت
الى
بقت
سئل
احس
انك
انت
الى
انا
سئل
عنه
احس
انى
فيك
شيف
الى
انا
بدر
عرفش
ليه
انا
ازى
بقت
مابخافش
جرئ
فى
هوك
قدر
الى
ميتقدرش
عاك
ده
مش
حب
انت
قولى
ده
بقى
ايه
عرفش
ليه
بصل
بشلش
عينى
اول
بول
حجه
بقل
ليك
عرفش
ليه
بصل
بشلش
عينى
اول
بول
حجه
بقل
ليك
ليه
صوتى
حلى
يند
ليه
سمى
حلى
دهنى
بيه
عرفش
ليه",نادر عبدالله,تامر على,2009,negative,neutral,ليه
ما تندم ع شي Tendam Shi,"ما تندم ع شي
ما تندم ع شي
ما تندم ع شي
ما تندم عَ شي
كل شي بهالحياة تجربة اعتبرو
ما تستصغر شي
الله بأضعف خلقو حطّلّك سِرّو
في خطايا بريئة
ما بينحسبو بشرع الحب بينغفرو
يا قلبي سامحني
عملت شي ما بيشبهني
يا قلبي سامحني
واللهي غصبن عنّي
الحب هوّي انّك تضحّي
وجروح البتحبّو تمحّي
أكبر غلطة بهيدي الدنيي
قدّام الحب صغيري
بهالزمن كل شي إلو تمن
لما المصايب يكترو
ببينو المعادن
مين حدّك لفترة
ومين للآخر بضاين
ما تتّاخد بالعواطف
صدِّقني الحب مواقف
من غيرَك الهوا بيزعجني
منَّك بتحمّل عواصف
ما تندم ع شي",https://lyricstranslate.com/en/elissa-ma-tendam-3a-shi-lyrics.html,"ندم
شى
ندم
شى
ندم
شى
ندم
شى
شى
بهالحياه
جرب
عتبرو
صغر
شى
اله
ضعف
خلقو
حطل
سرو
فى
خطا
برئ
حسبو
شرع
لحب
غفرو
قلبى
حنى
عمل
شى
شبهنى
قلبى
حنى
لهى
غصب
عنى
لحب
هوى
انك
ضحى
جرح
حبو
محى
كبر
غلط
هيدى
دنى
قدم
لحب
صغيرى
هالزم
شى
الو
تمن
صاب
كرو
ينو
عدن
مين
حدك
فتر
ومن
لخر
بضا
تخد
عطف
صدقنى
لحب
وقف
غير
هوا
زعجنى
منك
حمل
عصف
ندم
شى",على المولى,صلاح الكردى,2023,neutral,sadness,قلبى
متفائلة,"متفائلة
متفائلة
متفائلة
بصراحه لو عندك نيه تيجي ليا تتعرف بيا
انا واحده عادية رايحه مع الدنيا و جايه
بني ادمه ليا و عليا انا مش مثاليه
بصراحه حاسه معاك اني شايفه انا
فيك حاجه مني و حاجه منك فيا
متفائله ان ابقي اللي انت بتحلم تلاقيها
بطيبتها وبراءتها طبيعتها فيها وفيها
هتلاقي فيا حاجه حلوه انا اتحب عليها
وعيوبي اللي شايفها في حبك ليا تحليها
بأقل كلمه انا بضايق
و لكني برجع في دقايق واتراضي بسرعه
انا اصلي من جوايا طفله
وساعات كتيره بكون عاقله وساعات مندفعه
تفهمني غلط لما تشوفني
بس انت بعد ما تعرفني
تلاقيني متواضعه
متفائله ان ابقي أنا اللي انت بتحلم تلاقيها
بكسوفها وخوفها اما تشوفها وتتعرف بيها
هتلاقي فيا حاجه حلوه انا اتحب عليها
و عيوبي اللي شايفها في حبك ليا تحليها
متفائله ان ابقي اللي انت بتحلم تلاقيها
بطيبتها وبراءتهااا طبيعتها فيها وفيها
هتلاقي فيا حاجه حلوه انا اتحب عليها
وعيوبي اللي شايفها في حبك ليا تحليها
متفائلة",https://lyricstranslate.com/en/elissa-mutafaala-lyrics.html,"فائل
فائل
فائل
صرح
عند
نيه
يجى
ليا
عرف
بيا
انا
وحد
عدي
ريح
دنا
جيه
بنى
ادم
ليا
علا
انا
مش
ثلي
صرح
حسه
عاك
انى
شيف
انا
فيك
حجه
منى
حجه
منك
فيا
فائل
ان
بقى
الى
انت
حلم
لقي
بطب
برء
طبع
وفي
هتلاقى
فيا
حجه
حله
انا
تحب
عليها
عيوبى
الى
شيف
فى
حبك
ليا
تحل
بقل
كلم
انا
ضيق
كنى
رجع
فى
دقيق
رضى
سرع
انا
صلى
جوا
طفل
وسع
كتر
بكن
عقل
وسع
دفع
همنى
غلط
شوفنى
انت
عرفنى
قينى
واضع
فائل
ان
بقى
انا
الى
انت
حلم
لقي
كسف
وخف
اما
تشف
عرف
بيه
هتلاقى
فيا
حجه
حله
انا
تحب
عليها
عيوبى
الى
شيف
فى
حبك
ليا
تحل
فائل
ان
بقى
الى
انت
حلم
لقي
بطب
برء
طبع
وفي
هتلاقى
فيا
حجه
حله
انا
تحب
عليها
عيوبى
الى
شيف
فى
حبك
ليا
تحل
فائل",نادر عبدالله,تامر عاشور,2012,negative,neutral,انا
متلك ما في Ma,"متلك ما في
متلك ما في
متلك ما في
متلك ما في انسان
انا رسمة وانت إلي ألوان
بيتك انا والروح
انا ورده عطرا معاك بيفوح
أنا ضحكة ع شفافك
أنا نسمة بتمرق صَوبك
وبغفّيها ع كتافك
هالقد بغار بحبك
فراشة بيحملني الهوا وبطير حواليك
يا ويلي يا ويلي
يا ويلي من الشوق عليك
دخلك خلينا سوا
روحي بتهرب ليك
وبليلي وبليلي نجماتي بشوفون بعنيك
من تمك الكلمات بسمعها متل الشعر أبيات
قبلك ما كنت بشوف
أنا كلمة صوتك نطقها حروف
أنا ضحكة ع شفافك
أنا نسمة بتمرق صَوبك
وبغفّيها ع كتافك
هالقد بغار بحبك
فراشة بيحملني الهوا وبطير حواليك
يا ويلي يا ويلي
يا ويلي من الشوق عليك
متلك ما في",https://lyricstranslate.com/en/elissa-metlak-ma-fi-lyrics.html,"تلك
فى
تلك
فى
تلك
فى
تلك
فى
انس
انا
رسم
ونت
الى
وان
بيت
انا
روح
انا
ورد
عطر
عاك
يفح
انا
ضحك
شفف
انا
نسم
مرق
صوب
بغف
كتف
هالقد
بغر
بحب
فرش
حملنى
هوا
بطر
حلي
يلى
يلى
يلى
شوق
دخل
خلي
سوا
روحى
هرب
ليك
يلى
يلى
جمتى
بشف
بعن
تمك
كلم
سمع
متل
شعر
ابي
قبل
كنت
بشف
انا
كلم
صوت
نطق
حرف
انا
ضحك
شفف
انا
نسم
مرق
صوب
بغف
كتف
هالقد
بغر
بحب
فرش
حملنى
هوا
بطر
حلي
يلى
يلى
يلى
شوق
تلك
فى",اسامة مصطفى,سامر ابو طالب,2016,negative,joy,يلى
متمردة,"متمردة
متمردة
متمردة
في حاجات مكنتش راضية عنها عملتها
مع إني عمري في يوم ما كنت بحبها
وده كله علشان أرضي حد محبنيش
وأمّا لقيت مفيش أمل في موضوعنا انتهى
انا ليه بنَزِّل من كرامتي لمستوى
اني ابقى بتنازل عشان نبقى سوا
وفي النهاية لقيته بعد الحب ده
سابلي فراق وجوة ف قلبي جرح مالوش دوا
لا هقول ده نصيب ولا كان العيب فيّا
ولا ناوية يكون في بينّا فرصة للعتاب
آهي غلطة خلاص وبقت محسوبة عليّا
ده مفيش انسان في الحب مجربش العذاب
أنا عشت اضحّي وفي النهاية كسبت ايه
غير جرح واجع قلبي عايشة بداوي فيه
وبلوم في نفسي لإني كنت مصدقة
ان مشاعره ليا ده حب حاسس قلبي بيه
ع الوضع ده وعلى الجراح متمردة
وقلبي لازم يبقى أقوى من كده
وانا قبل ما ادخل تاني أي تجربة
عمري ما احب حد وعيني تبقى مغمضة
متمردة",https://lyricstranslate.com/en/elissa-motamareda-lyrics.html,"تمرد
تمرد
تمرد
فى
حاج
كنتش
رضي
عنه
عمل
انى
عمرى
فى
يوم
كنت
بحب
وده
كله
علش
رضى
حد
محبنيش
وما
لقت
فيش
امل
فى
وضع
نهى
انا
ليه
نزل
كرامتى
ستى
انى
بقى
نزل
عشن
بقى
سوا
وفى
نهي
لقت
لحب
ده
بلى
فرق
وجه
قلبى
جرح
الش
دوا
هقل
ده
نصب
عيب
فيا
نوي
يكون
فى
بين
فرص
عتب
اهى
غلط
خلص
وبق
حسب
علا
ده
فيش
انس
فى
لحب
جربش
عذب
انا
عشت
اضحى
وفى
نهي
كسب
ايه
جرح
وجع
قلبى
عيش
دوى
بلم
فى
فسى
لنى
كنت
صدق
ان
شعر
ليا
ده
حب
حاس
قلبى
بيه
وضع
ده
على
جرح
تمرد
قلبى
لزم
بقى
اقى
كده
ونا
دخل
تنى
اى
جرب
عمرى
احب
حد
عينى
بقى
غمض
تمرد",احمد الجندى,مدين,2016,neutral,sadness,ده
مريضة اهتمام,"مريضة اهتمام
مريضة اهتمام
مريضة اهتمام
ممنوع تهملني
لازم حسك عطول
عم بتحبني
مابيرضيني الحب العادي
عطول بدي حس زيادي
وقد ما آخد بدي أكتر
ومعي رح تتعب
أنا مريضة اهتمام
مابدي اشفى
انا يلي احساسا
نقطة ضعفا
خلاصة الكلام
مريضة اهتمام
الناس بملّو
صدقني كرمال هيك
كلّن بيفلّو
واذا انت معوّد تزهق
وبس هلقد بتعرف تعشق
بفضّل كفي عمري لوحدي
وآخر همي
مريضة اهتمام",https://lyricstranslate.com/en/elissa-maridit-ehtimam-lyrics.html,"ريض
همم
ريض
همم
ريض
همم
نوع
هملنى
لزم
حسك
عطل
عم
حبنى
مابيرضينى
لحب
عدى
عطل
بدى
حس
زيدى
وقد
اخد
بدى
كتر
معى
رح
تعب
انا
ريض
همم
ابدى
شفى
انا
يلى
حسس
نقط
ضعف
خلص
كلم
ريض
همم
ناس
ملو
صدقنى
كرمال
هيك
كلن
فلو
وذا
انت
عود
زهق
وبس
هلقد
عرف
عشق
فضل
كفى
عمرى
حدى
وخر
همى
ريض
همم",على المولى,رامى الشافعى,2018,neutral,joy,انا
مش عارفة ليه,"مش عارفة ليه
مش عارفة ليه
مش عارفة ليه
مش عارفة ليه انا بعمل ليه
جامدة قوي وقوية عليه
مع إنّي لما بشوفه ببقى
نفسي أضمّه و ابوس ايديه!
بيبقى في قلبي شوق الدنيا
وآجي قصاده أداري وأخبي
ليه وازاي مع إن مفيش في الدنيا
أحن عليه من قلبي
بدراي ليه حنّيتي؟
والقسوة تغلب رقتي
وأرفضله أي كلام يقوله عشان أبيّن قوّتي!
بحسّ لو عرف الحقيقة حناني يغرّه أو يضعفني
كإني لو حسسته في حب هيقوى عليّا ويعذبني
بتعبه على قد ما أقدر وغصب عنه بيتحمّلني
بعمل قال مش فارق عندي
مع اني ممكن أموت لو سابني
بدراي ليه حنّيتي؟
والقسوة تغلب رقتي
وأرفضله أي كلام يقوله عشان أبيّن قوّتي!
مش عارفة ليه",https://lyricstranslate.com/en/elissa-mesh-3rfa-leh-lyrics.html,"مش
عرف
ليه
مش
عرف
ليه
مش
عرف
ليه
مش
عرف
ليه
انا
عمل
ليه
جمد
قوى
وقي
انى
بشف
بقى
فسى
اضم
ابس
ايد
بقى
فى
قلبى
شوق
دنا
وجى
قصد
درى
خبى
ليه
ازى
ان
فيش
فى
دنا
احن
قلبى
درى
ليه
حنيتى
قسه
غلب
رقتى
رفضل
اى
كلم
يقل
عشن
ابن
قوتى
بحس
عرف
حقق
حننى
يغر
او
ضعفنى
كنى
حست
فى
حب
هيقوى
علا
عذبنى
تعب
قدر
غصب
عنه
بيتحملنى
عمل
قال
مش
فرق
عندى
انى
مكن
امت
بنى
درى
ليه
حنيتى
قسه
غلب
رقتى
رفضل
اى
كلم
يقل
عشن
ابن
قوتى
مش
عرف
ليه",بهاء الدىن محمد,مدين,2016,positive,joy,ليه
مصدومة,"مصدومة
مصدومة
مصدومة
بِيقُولْ فَي حَقِي كَلَامْ كِتِيرْ مُشْ حَلْوِه لِيه
بِيقُولْ مَالِيشْ لَازْمَه فْحَيَاتُو مِ النَّهَارْدَه
وَعَشَانْ مَاهُوشْ عَارِفْ يِقُولْ بَغْلَطْ فِي إِيه
بِيقُولْ تَعَبْ مِنِّي عَشَانْ مَشَاعْرِي بَارْدَه
بقول في حقي كلام كتر مش حلو ليه
بيقول مليش لازمه ف حياتو من النهارده
وعشان مهوش عارف يقول بغلط في ايه
بيقول تعب مني عشان مشاعري بارده
لَوْ فِيَّا عِيبْ مُشْ عَيْبْ يِقُولْ لِلنَّاسْ عَلِيه
وِيْحَاكِي فِيه
مَهُو مُشْ صُغَيَّرْ عَ الْكَلَامْ دَه
مَصْدُومَه بْجَدِّ وْمُشْ بَنْطَقْ وَلَا عَارِفَه ارُدْ
مَصْدُومَه عَشَانْ شَكْلُو فَعِينِي بَقَى مُشْ وَلَا بُدْ
مصدومه بجد ومش بنطق ولا عارفه ارد
مصدومه عشان شكلو فعيني بقى مش ولا بد
لُوْ طُولِ الْوَقْتَ هَنُفْضَلْ نِتْكَلِّمْ عَلَى بَعَضْ
حَنْخَلِّي إِيه لْلُغُرْبَ عَشَانْ يَحْكُو فِيه
إِزَّايْ بِينْسَى عَشَانُو يَامَا عْـمَلْتِ إِيه
بَعْدَ امَّا كُلَّ حَاجَهَ حَلْوَة عَـرِفْهَا بِيَّا
مَعَقُولْ بَقِـيتْ دِلْوَقْتِي مُشْ حَلْوَه فَعِينِيه
مَعَقُولْ كَمَانْ كُلِّ الْعَبَرْ طُلَّعْهَا فِيَّا
ازاي بينسى عشانو ياما عملت ايه
بعد امّا كل حاجه حلوة عرفها بيّا
معقول بقيت دلوقتي مش حلوه ف عينيه
معقول كمان كل العبر طلعها فيّا
بِالْخِيرْ أَنَا مِنْ يُومِي بَتْكَلِّمْ عَلِيه
وَحَيِخْسَرِ إِيهْ لُوْ بِالْخَيْرِ اتْكَلِّمْ عَلَيَّا
مصدومه بجد ومش بنطق ولا عارفه ارد
مصدومه عشان شكلو فعيني بقى مش ولا بد
مصدومه بجد ومش بنطق ولا عارفه ارد
مصدومه عشان شكلو فعيني بقى مش ولا بد
لو طول الوقت هنفضل نتكلم على بعض
حنخلي ايه للغـرب عشان يحكو فيه
مصدومة
عيب",https://lyricstranslate.com/en/elissa-masdoma-lyrics.html,"صدم
صدم
صدم
يقل
فى
حقى
كلم
كتر
مش
حله
ليه
يقل
الش
لزم
حيتو
هرد
وعش
اهش
عرف
يقل
غلط
فى
ايه
يقل
تعب
منى
عشن
مشاعرى
برد
بقل
فى
حقى
كلم
كتر
مش
حلو
ليه
يقل
ليش
لزم
حيتو
هرد
وعش
هوش
عرف
يقل
غلط
فى
ايه
يقل
تعب
منى
عشن
مشاعرى
برد
فيا
عيب
مش
عيب
يقل
لنس
حكى
مهو
مش
صغر
كلم
ده
صدم
بجد
ومش
نطق
عرف
ارد
صدم
عشن
شكلو
عينى
بقى
مش
بد
صدم
بجد
ومش
نطق
عرف
ارد
صدم
عشن
شكلو
عينى
بقى
مش
بد
طول
وقت
هنفضل
كلم
حنخلى
ايه
غرب
عشن
حكو
ازى
نسى
عشنو
يما
عـمل
ايه
اما
حجه
حله
عـرف
بيا
عقل
بقـ
دلوقتى
مش
حله
فعن
عقل
كمن
عبر
طلع
فيا
ازى
نسى
عشنو
يما
عمل
ايه
اما
حجه
حله
عرف
بيا
عقل
بقت
دلوقتى
مش
حله
عين
عقل
كمن
عبر
طلع
فيا
خير
انا
ومى
كلم
حيخسر
ايه
خير
كلم
علا
صدم
بجد
ومش
نطق
عرف
ارد
صدم
عشن
شكلو
عينى
بقى
مش
بد
صدم
بجد
ومش
نطق
عرف
ارد
صدم
عشن
شكلو
عينى
بقى
مش
بد
طول
وقت
هنفضل
كلم
حنخلى
ايه
غـرب
عشن
حكو
صدم
عيب",نادر عبدالله,وليد سعد,2009,neutral,surprise,مش
مع سبق الإصرار,"مع سبق الإصرار
مع سبق الإصرار
مع سبق الإصرار
جربت في مرة تقرب
من إنسان مجروح
ضايع مهزوم
محـروم من طعم الفرح
ساعـة ما اتألم اتـكـلـم
بـحـلاوة روح
راجـع مـجـروح
مـش قـادر يـهـرب مـن الـجـرح
اطمن
حس بدفا فى ايديك
حبيته لقيته فى حضنك طفل برئ
طيبت جراحه
اديته عينيك
اديته مشاعرك
مشيته طريق
عرفته إزاى من تانى الفرح
يسكن مطرح كل الأحزان
وزرعت أمان
ولقيت الطرح
فجأة بيدبل على إيد إنسان
جربت يخونك
ويسيبك في السكة
حزين
مش طايق حتى يحس بجرحك
جربت عيونك تناديله
وتستنجد بيه
ولقيته على دمعك واقف يضحك
أيوة بيضحك
ولقيته على دمعك
واقف يضحك
حنيت لمكان كان دايماً
يجمع بينكم
ولقيته بيخونك فيه
جربت تواجه واحد بخيانته
هزمك جبروت فى عينيه
كان نفسك تصرخ فى العالم
ملقيتش فى قلبك صوت
ضحيت بحياتك والظالم
بيجرب فيك الموت
جربت تموت؟
مع سبق الإصرار",https://lyricstranslate.com/en/elissa-%D9%85%D8%B9-%D8%B3%D8%A8%D9%82-%D8%A7%D9%84%D8%A5%D8%B5%D8%B1%D8%A7%D8%B1-lyrics.html,"سبق
صرر
سبق
صرر
سبق
صرر
جرب
فى
مره
قرب
انس
جرح
ضيع
هزم
محـروم
طعم
فرح
سعـ
تلم
اتـكـلـم
بـحـلاوه
روح
راجـع
مـجـروح
مـش
قـدر
ـهـرب
مـن
ـجـرح
اطم
حس
بدف
فى
ايد
حبت
لقت
فى
حضن
طفل
برئ
طيب
جرح
ادت
عين
ادت
شعر
شيت
طرق
عرف
ازى
تنى
فرح
يسك
طرح
احز
زرع
امن
ولق
طرح
فجه
دبل
ايد
انس
جرب
يخن
يسب
فى
سكه
حزن
مش
طيق
يحس
جرح
جرب
عين
ندل
نجد
بيه
ولق
دمع
وقف
يضح
ايه
يضح
ولق
دمع
وقف
يضح
حنت
لمك
داي
جمع
بين
ولق
يخو
جرب
وجه
بخي
هزم
جبرو
فى
عين
نفس
صرخ
فى
علم
ملقيتش
فى
قلب
صوت
ضحت
بحا
ظلم
جرب
فيك
موت
جرب
تمت
سبق
صرر",خالد امين,محمد رحيم,2012,neutral,sadness,فى
مفيش أسباب,"مفيش أسباب
مفيش أسباب
مفيش أسباب
مفيش أسباب
بعدت وعمري ما عملت لبعادنا حساب
أنا سبتك عشان
ما اقبلش إني أتساب
مشيت قبل إنت ما تقولي
خلاص مليت
جراح في جراح
جرحت أنا نفسي بإيديا
عشان أرتاح
بسببك كل شيء كان حلو
بينا اهو راح
نهاية اكيد حبيبي عكس ما اتمنيت
أوقات بتموت حاجات
علشان نعرف نعيش
وها كمل ليه الحياة
مع قلب ما حبنيش؟
كان نفسي أعيش جواك
مش بس أعيش وياك
ما تجبش العيب عليا
وما تلومنيش
ما كملناش
عملت حاجات كتير
قلبك ما قدرهاش
وكنت بموت عشان أرضيك
وما بترضاش
وقطر الفرح عدى
قصاد عينيا وفات
وهاكدب ليه
أنا بحبك
وها فضل أحبك أعمل إيه؟
ده قلبي أكيد ما ليش كلمة حبيبي عليه
لكن عقلي أكيد
بيبني قراره عالحسابات
أمير طعيمة
مفيش أسباب",https://lyricstranslate.com/en/elissa-mafish-asbab-lyrics.html,"فيش
سبب
فيش
سبب
فيش
سبب
فيش
سبب
بعد
عمرى
عمل
بعد
حسب
انا
سبت
عشن
قبلش
انى
تسب
شيت
انت
قولى
خلص
ليت
جرح
فى
جرح
جرح
انا
فسى
بيد
عشن
راح
بسب
شيء
حلو
بين
اهو
نهي
اكد
حبيبى
عكس
اتم
اوق
تمو
حاج
علش
عرف
نعش
وها
كمل
ليه
حيه
قلب
حبنيش
فسى
اعش
جوك
مش
اعش
ويك
جبش
عيب
علا
نيش
كملناش
عمل
حاج
كتر
قلب
قدرهاش
وكن
بمت
عشن
ارض
رضش
قطر
فرح
عدى
قصد
عين
وفت
هاكدب
ليه
انا
بحب
وها
فضل
احب
عمل
ايه
ده
قلبى
اكد
ليش
كلم
حبيبى
عقلى
اكد
بنى
قرر
عالحساب
امر
طعم
فيش
سبب",امير طعيمة,رامى جمال,2018,neutral,sadness,ليه
مكتوبه ليك,"مكتوبه ليك
مكتوبه ليك
مكتوبه ليك
مكتوبة ليك إني انا اللي تعيشلها
مكتوبة على اسمك حياتي كلها
أول ما قلت بحب كانت ليّا انا
مين تستاهلها غيري أو تتقالّها!
مكتوبة ليك و آهي كل حاجة في وقتها
تكمل حياتك بيّا لما دخلتها
وقت أمّا شافك قلبي شافت عيني فيك
صورة حبيبي اللي في خيالي رسمتها
قول بقى يا حبيبي
حبيبي لمين أنا لو مش ليك؟
قول بقي يا حبيبي
حبيبي هحب في مين غير فيك؟
طب دانا أيامي
أحلامي وحياتي واقفة عليك!
موعودة بيك تبقى انت بختي وقسمتي
موعودة بيك من قبل ما اتقابل معاك
مشاعري، حبي، حياتي، شوقي ولهفتي
متصدقين مني لإني مصدّقاك
نور عيني حبيبي
حبيبي لمين أنا لو مش ليك؟
قول بقي يا حبيبي
حبيبي هحب ف مين غير فيك؟
طب دانا أيامي
أحلامي وحياتي واقفة عليك!
مكتوبه ليك
نور عيني",https://lyricstranslate.com/en/elissa-maktooba-leek-lyrics.html,"كتب
ليك
كتب
ليك
كتب
ليك
كتب
ليك
انى
انا
الى
عيشل
كتب
اسم
حيتى
كله
اول
قلت
بحب
كانت
ليا
انا
مين
تهل
غيرى
او
تقل
كتب
ليك
اهى
حجه
فى
وقت
كمل
حيت
بيا
دخل
وقت
اما
شفك
قلبى
شفت
عينى
فيك
صور
حبيبى
الى
فى
خيلى
رسم
قول
بقى
حبيبى
حبيبى
لمن
انا
مش
ليك
قول
بقى
حبيبى
حبيبى
هحب
فى
مين
فيك
طب
دنا
يمى
حلمى
حيتى
وقف
وعد
بيك
بقى
انت
ختى
قسمتى
وعد
بيك
قبل
عاك
مشاعرى
حبى
حيتى
شوقى
هفتى
تصدق
منى
لنى
صدق
نور
عينى
حبيبى
حبيبى
لمن
انا
مش
ليك
قول
بقى
حبيبى
حبيبى
هحب
مين
فيك
طب
دنا
يمى
حلمى
حيتى
وقف
كتب
ليك
نور
عينى",نادر عبدالله,محمد يحيى,2016,positive,joy,ليك
ملكة الاحساس ,"ملكة الاحساس
ملكة الاحساس
ملكة الاحساس
وانت معايا وانت قصادي
بنسى كل الناس
الكلام يطلع من قلبي
مش كلام وخلاص
قلبي بيفرح
عيني بتسرح
حاسة بمليون حاجة جميلة
حاسّة معاك انك خلّتني
ملكة الاحساس
انا حبيبي انا عايشة بحسّك
انا بفتَّح أغمض احسك
و أما تجيبلي شوية ورد
ببقى طايرة ومش ع الأرض
وانت معايا نفسي حبيبي آخدك واجري بعيد
الضحكة الحلوة اللي فى وشي انت سببها أكيد
وانت معايا نفسي حبيبي
آخدك واجري بعيد
الضحكة الحلوة اللي فى وشي
انت سببها أكيد
ملكة الاحساس",https://lyricstranslate.com/en/elissa-maliket-el-ehsas-lyrics.html-0,"لكه
حسس
لكه
حسس
لكه
حسس
ونت
معا
ونت
قصدى
نسى
ناس
كلم
طلع
قلبى
مش
كلم
خلص
قلبى
فرح
عينى
سرح
حسه
بمل
حجه
جمل
حسه
عاك
انك
خلتنى
لكه
حسس
انا
حبيبى
انا
عيش
بحس
انا
فتح
غمض
احس
اما
جيبلى
شوه
بقى
طير
ومش
ارض
ونت
معا
فسى
حبيبى
اخد
جرى
بعد
ضحك
حله
الى
فى
وشى
انت
سبه
اكد
ونت
معا
فسى
حبيبى
اخد
جرى
بعد
ضحك
حله
الى
فى
وشى
انت
سبه
اكد
لكه
حسس",اسامه مصطفى,سامر ابو طالب,2016,negative,joy,حبيبى
